,id,raw_name,depth_ordering_rank,crop,header_id,num_mask_points,xmin,ymin,xmax,ymax,width,height,coco_label
50351,4,car,5,0,18131,15,981,735,1299,859,318,124,car
50352,2,car,3,0,18132,27,635,866,955,1016,320,150,car
50353,8,car,5,1,18132,15,116,861,213,921,97,60,car
50354,10,person,6,1,18132,20,219,854,291,1084,72,230,person
50355,16,car,12,0,18132,17,549,865,611,906,62,41,car
50356,29,person,25,1,18132,28,1,850,71,1076,70,226,person
50357,30,person,26,0,18132,18,95,862,121,937,26,75,person
50358,31,person,27,0,18132,19,81,863,100,942,19,79,person
50359,32,person,28,1,18132,15,277,858,310,974,33,116,person
50360,33,bicycle,29,0,18132,92,169,970,487,1193,318,223,bicycle
50361,1,person,2,0,18133,21,101,112,139,208,38,96,person
50362,2,car,3,0,18134,29,1100,824,1659,1015,559,191,car
50363,3,person,4,0,18134,32,590,784,690,1023,100,239,person
50364,62,door,62,0,18134,18,1343,827,1473,987,130,160,door
50365,64,door,64,0,18134,17,1455,826,1568,979,113,153,door
50366,0,car,1,0,18135,27,63,316,153,346,90,30,car
50367,1,car,2,0,18135,27,159,318,265,354,106,36,car
50368,2,car,3,0,18135,30,278,314,401,363,123,49,car
50369,15,car,16,0,18135,24,1,312,64,341,63,29,car
50370,1,car,1,0,18136,16,1387,703,2096,957,709,254,car
50371,3,dog,2,0,18136,42,609,968,947,1182,338,214,dog
50372,14,dog,9,0,18136,27,991,939,1250,1183,259,244,dog
50373,43,traffic light,32,0,18136,47,917,334,1137,508,220,174,traffic light
50374,47,person,36,0,18136,39,1234,682,1350,1075,116,393,person
50375,48,person,37,0,18136,62,989,716,1181,1192,192,476,person
50376,49,person,38,0,18136,50,743,659,912,1147,169,488,person
50377,50,person,39,1,18136,41,949,713,1059,1093,110,380,person
50378,51,person,40,1,18136,24,883,669,926,806,43,137,person
50379,53,person,42,1,18136,41,293,643,425,1133,132,490,person
50380,54,car,43,1,18136,16,89,688,233,817,144,129,car
50381,55,person,44,0,18136,58,158,641,345,1198,187,557,person
50382,56,person,45,1,18136,48,3,548,199,1422,196,874,person
50383,61,person,50,0,18136,34,703,676,760,805,57,129,person
50384,2,person,3,0,18137,30,196,789,365,1297,169,508,person
50385,3,person,4,0,18137,24,745,806,891,1195,146,389,person
50386,27,motorbike,28,0,18137,34,383,875,507,1091,124,216,motorcycle
50387,28,motorbike,29,0,18137,34,571,864,690,1024,119,160,motorcycle
50388,29,motorbike,30,1,18137,20,685,883,756,1005,71,122,motorcycle
50389,0,dog,1,0,18138,18,805,1009,1069,1258,264,249,dog
50390,2,traffic light,3,0,18138,20,175,82,417,1181,242,1099,traffic light
50391,7,car,8,0,18138,25,200,666,937,985,737,319,car
50392,9,car,10,1,18138,22,688,665,1214,905,526,240,car
50393,10,car,11,1,18138,18,2,676,259,855,257,179,car
50394,13,person,14,0,18138,42,1352,566,1706,1217,354,651,person
50395,18,car,19,1,18139,15,1117,952,1309,1107,192,155,car
50396,19,car,20,1,18139,23,1280,979,1538,1138,258,159,car
50397,20,car,21,0,18139,27,1521,983,1954,1187,433,204,car
50398,25,car,26,0,18139,29,789,1018,1321,1408,532,390,car
50399,31,car,32,1,18139,17,655,996,901,1228,246,232,car
50400,12,car,13,1,18140,19,1392,1035,1572,1195,180,160,car
50401,0,car,1,0,18141,16,947,948,1881,1450,934,502,car
50402,34,car,28,1,18141,19,1628,856,1963,998,335,142,car
50403,35,car,29,1,18141,22,1503,860,1726,963,223,103,car
50404,38,person,32,0,18141,24,1713,856,1769,1034,56,178,person
50405,39,person,33,0,18141,23,1761,859,1816,1030,55,171,person
50406,40,person,34,0,18141,29,1835,859,1899,1036,64,177,person
50407,41,person,35,1,18141,19,1918,860,1972,1007,54,147,person
50408,42,person,36,0,18141,47,162,861,306,1149,144,288,person
50409,43,person,37,0,18141,42,298,829,406,1158,108,329,person
50410,44,person,38,0,18141,52,406,797,496,1190,90,393,person
50411,45,person,39,0,18141,39,618,845,733,1086,115,241,person
50412,46,person,40,0,18141,40,470,835,581,1175,111,340,person
50413,48,person,42,1,18141,24,377,848,418,1060,41,212,person
50414,49,person,43,1,18141,34,289,840,345,1090,56,250,person
50415,51,person,45,0,18141,23,1388,865,1420,952,32,87,person
50416,54,person,48,1,18141,19,548,837,585,931,37,94,person
50417,59,person,53,1,18141,24,145,840,202,1037,57,197,person
50418,0,person,1,0,18142,54,309,692,484,1130,175,438,person
50419,25,person,25,0,18143,21,619,785,659,881,40,96,person
50420,26,person,26,0,18143,15,589,792,620,880,31,88,person
50421,27,person,27,0,18143,22,1406,810,1457,939,51,129,person
50422,29,person,29,0,18143,22,1699,820,1763,967,64,147,person
50423,30,person,30,0,18143,15,1789,830,1850,974,61,144,person
50424,31,person,31,0,18143,17,1838,824,1906,975,68,151,person
50425,33,person,33,0,18143,15,369,794,402,877,33,83,person
50426,35,motorbike,35,0,18143,34,1929,877,2071,960,142,83,motorcycle
50427,13,person,14,0,18144,44,104,969,221,1235,117,266,person
50428,22,traffic light,23,0,18144,31,224,648,369,1319,145,671,traffic light
50429,1,car,2,0,18145,17,367,931,582,1109,215,178,car
50430,18,bench,10,0,18145,18,914,1010,1031,1076,117,66,bench
50431,28,car,20,0,18145,15,676,943,713,969,37,26,car
50432,47,car,39,1,18145,17,565,951,622,1067,57,116,car
50433,50,car,42,1,18145,28,355,935,421,978,66,43,car
50434,59,person,51,1,18145,17,389,931,412,974,23,43,person
50435,62,car,54,1,18145,16,1,920,93,1016,92,96,car
50436,65,car,57,0,18145,29,85,927,197,1005,112,78,car
50437,0,car,1,0,18146,31,1030,471,1515,631,485,160,car
50438,1,car,2,0,18146,29,66,505,997,960,931,455,car
50439,23,car,21,1,18146,28,325,451,598,522,273,71,car
50440,70,door,68,0,18146,17,1236,478,1346,602,110,124,door
50441,84,door,82,0,18146,15,270,540,451,856,181,316,door
50442,85,door,83,0,18146,17,152,533,312,807,160,274,door
50443,0,person,1,0,18147,37,1112,818,1224,1037,112,219,person
50444,14,person,15,0,18147,36,1625,808,1681,964,56,156,person
50445,0,person,1,0,18148,50,1013,773,1309,1624,296,851,person
50446,1,person,2,1,18148,48,890,762,1094,1565,204,803,person
50447,2,person,3,0,18148,20,1999,800,2119,1111,120,311,person
50448,3,person,4,0,18148,18,2095,805,2200,1105,105,300,person
50449,4,car,5,0,18148,22,8,846,579,1292,571,446,car
50450,5,car,6,0,18148,22,23,744,785,1091,762,347,car
50451,10,car,11,1,18148,15,778,846,963,1071,185,225,car
50452,12,bench,13,0,18148,20,1754,884,2064,1002,310,118,bench
50453,15,person,16,0,18148,27,1715,850,1796,985,81,135,person
50454,11,person,12,0,18149,22,889,984,941,1104,52,120,person
50455,14,person,15,0,18149,18,962,995,1001,1104,39,109,person
50456,19,person,20,0,18149,30,1016,981,1060,1103,44,122,person
50457,1,car,2,0,18150,24,194,86,1533,1052,1339,966,car
50458,1,person,2,0,18151,15,483,901,557,1120,74,219,person
50459,4,person,5,0,18152,48,92,898,251,1201,159,303,person
50460,5,car,6,0,18152,25,521,972,1147,1252,626,280,car
50461,6,car,7,0,18152,24,1146,943,1568,1172,422,229,car
50462,8,car,9,0,18152,25,1756,963,1980,1080,224,117,car
50463,56,person,57,1,18152,16,677,929,712,1048,35,119,person
50464,60,person,60,1,18152,18,1538,912,1579,1057,41,145,person
50465,61,person,61,0,18152,24,1615,925,1654,1057,39,132,person
50466,62,person,62,0,18152,20,1582,925,1619,1068,37,143,person
50467,63,person,63,0,18152,26,1687,938,1738,1070,51,132,person
50468,98,door,93,0,18152,15,976,980,1087,1176,111,196,door
50469,109,door,104,0,18152,17,1371,953,1476,1116,105,163,door
50470,131,person,126,1,18152,17,1817,929,1851,971,34,42,person
50471,133,person,128,1,18152,16,1917,939,1953,975,36,36,person
50472,135,person,130,1,18152,18,1943,930,1967,980,24,50,person
50473,136,person,131,1,18152,23,783,922,831,984,48,62,person
50474,10,person,11,0,18153,28,377,1015,435,1208,58,193,person
50475,11,person,12,0,18153,28,440,1015,507,1220,67,205,person
50476,14,bench,15,0,18153,19,147,1179,590,1319,443,140,bench
50477,17,person,18,0,18153,22,1219,1017,1249,1118,30,101,person
50478,18,person,19,0,18153,27,1127,1018,1165,1150,38,132,person
50479,19,person,20,0,18153,28,1166,1023,1209,1150,43,127,person
50480,21,person,22,0,18153,24,1968,1018,2017,1152,49,134,person
50481,25,person,26,0,18153,29,1693,1017,1741,1152,48,135,person
50482,26,bicycle,27,1,18153,16,1699,1075,1740,1168,41,93,bicycle
50483,43,person,44,0,18153,20,1570,1006,1598,1084,28,78,person
50484,15,bicycle,16,0,18154,117,603,1025,921,1261,318,236,bicycle
50485,1,car,2,0,18156,30,642,890,1575,1534,933,644,car
50486,19,person,20,1,18156,18,745,802,853,1035,108,233,person
50487,2,car,3,1,18157,17,1159,463,1447,695,288,232,car
50488,3,car,4,1,18157,22,824,461,1034,680,210,219,car
50489,8,car,9,1,18157,15,162,485,420,662,258,177,car
50490,9,motorbike,10,0,18157,59,339,461,737,885,398,424,motorcycle
50491,11,car,12,1,18157,26,398,485,835,649,437,164,car
50492,5,truck,5,0,18159,15,295,895,603,1171,308,276,truck
50493,50,traffic light,48,0,18159,22,88,525,199,1177,111,652,traffic light
50494,61,person,59,0,18159,24,1194,1031,1248,1186,54,155,person
50495,62,person,60,0,18159,19,1440,1022,1465,1106,25,84,person
50496,63,person,61,0,18159,22,1400,1021,1440,1130,40,109,person
50497,64,person,62,0,18159,21,1367,1026,1390,1112,23,86,person
50498,0,traffic light,1,0,18160,31,1390,426,1558,1471,168,1045,traffic light
50499,1,person,2,0,18160,33,530,1010,688,1461,158,451,person
50500,7,car,8,0,18160,35,1326,1024,1922,1308,596,284,car
50501,11,person,12,1,18160,42,516,1016,590,1407,74,391,person
50502,15,person,16,0,18160,34,342,1023,418,1225,76,202,person
50503,16,car,17,1,18160,25,801,1044,1001,1153,200,109,car
50504,17,person,18,1,18160,18,975,1029,1007,1109,32,80,person
50505,19,person,20,0,18160,30,1258,1037,1298,1154,40,117,person
50506,20,person,21,0,18160,28,1294,1026,1320,1146,26,120,person
50507,21,car,22,1,18160,26,649,1015,860,1164,211,149,car
50508,22,car,23,1,18160,19,651,1086,734,1200,83,114,car
50509,23,car,24,1,18160,21,422,1067,540,1188,118,121,car
50510,24,car,25,1,18160,16,417,1014,531,1065,114,51,car
50511,27,car,28,1,18160,22,259,1014,356,1147,97,133,car
50512,56,person,56,0,18160,29,1977,1031,2035,1195,58,164,person
50513,139,person,139,0,18160,27,1844,1020,1893,1131,49,111,person
50514,2,person,3,1,18161,30,34,686,135,1041,101,355,person
50515,8,person,9,0,18161,45,532,657,713,1203,181,546,person
50516,9,person,10,0,18161,46,652,686,935,1537,283,851,person
50517,18,person,19,0,18161,70,75,657,314,1522,239,865,person
50518,19,bicycle,20,1,18161,52,309,778,462,1008,153,230,bicycle
50519,26,person,26,1,18161,17,369,685,406,767,37,82,person
50520,20,car,21,1,18162,15,645,993,754,1143,109,150,car
50521,21,car,22,1,18162,21,703,986,933,1201,230,215,car
50522,23,car,24,1,18162,17,1095,1000,1302,1107,207,107,car
50523,24,car,25,1,18162,36,817,1037,1182,1365,365,328,car
50524,25,car,26,1,18162,35,976,1097,1834,1537,858,440,car
50525,11,car,12,0,18163,19,98,1147,284,1238,186,91,car
50526,18,person,19,0,18163,19,1859,1098,1901,1266,42,168,person
50527,8,car,9,0,18164,25,2,1046,570,1326,568,280,car
50528,11,car,12,0,18164,25,424,1037,758,1240,334,203,car
50529,12,car,13,1,18164,27,660,1040,872,1193,212,153,car
50530,13,person,14,0,18164,37,1404,1004,1474,1188,70,184,person
50531,14,car,15,0,18164,17,1306,982,1372,1028,66,46,car
50532,20,car,21,1,18164,28,803,1029,980,1156,177,127,car
50533,21,car,22,1,18164,21,930,1029,1066,1130,136,101,car
50534,0,car,1,0,18165,25,1059,957,1982,1320,923,363,car
50535,1,car,2,0,18165,22,552,968,1079,1208,527,240,car
50536,2,car,3,0,18165,18,253,965,562,1146,309,181,car
50537,0,car,1,0,18166,18,6,804,412,974,406,170,car
50538,2,car,3,0,18166,31,532,776,877,994,345,218,car
50539,5,bicycle,6,0,18167,75,256,1107,614,1389,358,282,bicycle
50540,6,person,7,0,18167,40,336,940,551,1327,215,387,person
50541,13,person,14,0,18167,36,1313,930,1407,1237,94,307,person
50542,14,person,15,0,18167,32,1247,983,1336,1247,89,264,person
50543,24,person,25,1,18167,17,640,949,689,1115,49,166,person
50544,2,car,3,0,18168,26,262,225,604,328,342,103,car
50545,20,person,21,0,18169,24,614,933,664,1128,50,195,person
50546,21,person,22,0,18169,24,681,937,744,1128,63,191,person
50547,25,person,26,0,18169,24,1273,950,1322,1119,49,169,person
50548,18,person,19,0,18170,32,290,1097,360,1269,70,172,person
50549,0,car,1,0,18171,25,1378,740,1699,933,321,193,car
50550,1,car,2,0,18171,27,732,716,1077,937,345,221,car
50551,2,car,3,1,18171,20,423,699,744,936,321,237,car
50552,3,car,4,1,18171,21,110,719,453,938,343,219,car
50553,8,motorbike,9,1,18171,19,1701,752,1758,901,57,149,motorcycle
50554,0,car,1,0,18172,39,813,389,1522,791,709,402,car
50555,3,car,4,0,18172,17,379,325,1036,686,657,361,car
50556,51,door,52,0,18172,20,745,342,884,572,139,230,door
50557,52,door,53,0,18172,15,840,343,1004,537,164,194,door
50558,59,door,60,0,18172,19,1378,410,1487,643,109,233,door
50559,6,person,7,0,18174,21,340,281,366,346,26,65,person
50560,8,car,9,0,18174,17,227,293,287,352,60,59,car
50561,10,car,11,1,18174,17,362,286,442,346,80,60,car
50562,14,car,15,1,18174,17,37,284,146,382,109,98,car
50563,10,car,11,1,18175,17,125,666,287,824,162,158,car
50564,11,car,12,1,18175,20,102,653,248,805,146,152,car
50565,23,traffic light,24,0,18175,33,932,231,1135,1163,203,932,traffic light
50566,0,person,1,0,18176,29,952,391,1179,880,227,489,person
50567,1,car,2,0,18176,23,158,452,674,803,516,351,car
50568,0,person,1,0,18177,38,475,194,566,477,91,283,person
50569,1,person,2,1,18177,20,244,175,394,476,150,301,person
50570,2,person,3,1,18177,18,391,201,474,474,83,273,person
50571,3,person,4,1,18177,21,68,178,233,474,165,296,person
50572,4,person,5,1,18177,16,226,214,268,415,42,201,person
50573,7,person,8,1,18177,18,51,226,122,452,71,226,person
50574,8,person,9,1,18177,24,150,264,246,460,96,196,person
50575,13,person,13,1,18177,18,199,230,249,306,50,76,person
50576,15,person,15,1,18177,18,581,219,612,287,31,68,person
50577,16,person,16,1,18177,16,560,226,596,284,36,58,person
50578,17,person,17,1,18177,39,535,217,598,451,63,234,person
50579,18,person,18,1,18177,16,380,211,403,308,23,97,person
50580,4,person,5,0,18178,30,1967,937,2063,1086,96,149,person
50581,13,car,14,1,18178,27,523,935,1092,1197,569,262,car
50582,14,car,15,0,18178,41,333,987,931,1321,598,334,car
50583,62,door,62,0,18178,17,418,998,584,1240,166,242,door
50584,0,bicycle,1,0,18179,37,1166,1041,1395,1473,229,432,bicycle
50585,16,car,17,1,18179,19,1331,875,1572,1077,241,202,car
50586,17,car,18,1,18179,16,534,892,966,1113,432,221,car
50587,18,car,19,1,18179,28,895,892,1458,1256,563,364,car
50588,19,car,20,1,18179,22,0,856,947,1637,947,781,car
50589,22,person,23,0,18179,22,1666,837,1767,1110,101,273,person
50590,23,person,24,0,18179,16,1796,791,1858,995,62,204,person
50591,57,door,58,0,18179,18,365,946,752,1507,387,561,door
50592,59,door,59,0,18179,15,23,950,504,1604,481,654,door
50593,16,person,13,1,18180,21,8,1081,62,1221,54,140,person
50594,21,person,18,0,18180,26,702,1089,721,1140,19,51,person
50595,22,person,19,0,18180,38,804,1072,839,1188,35,116,person
50596,23,car,20,0,18180,26,829,1089,904,1136,75,47,car
50597,24,car,21,1,18180,29,747,1084,814,1140,67,56,car
50598,25,person,22,0,18180,26,795,1091,821,1172,26,81,person
50599,27,person,24,0,18180,23,510,1087,527,1146,17,59,person
50600,35,person,32,0,18180,39,324,1089,354,1177,30,88,person
50601,37,person,34,0,18180,21,415,1092,430,1165,15,73,person
50602,39,person,36,0,18180,18,555,1035,569,1066,14,31,person
50603,40,person,37,0,18180,15,435,1071,448,1091,13,20,person
50604,41,person,38,0,18180,15,423,1072,436,1092,13,20,person
50605,42,person,39,0,18180,15,316,1082,328,1102,12,20,person
50606,43,person,40,0,18180,17,458,1080,472,1102,14,22,person
50607,44,person,41,0,18180,16,348,1075,359,1096,11,21,person
50608,53,person,50,0,18180,40,182,1093,218,1182,36,89,person
50609,54,person,51,1,18180,18,520,1069,533,1096,13,27,person
50610,55,person,52,0,18180,16,381,1049,394,1070,13,21,person
50611,56,person,53,0,18180,18,335,1037,346,1068,11,31,person
50612,57,person,54,0,18180,16,412,1050,424,1071,12,21,person
50613,58,person,55,0,18180,16,422,1052,434,1071,12,19,person
50614,61,person,58,0,18180,19,182,1063,196,1096,14,33,person
50615,12,car,13,1,18181,27,534,643,727,826,193,183,car
50616,13,car,14,1,18181,19,500,686,662,894,162,208,car
50617,14,car,15,1,18181,44,145,679,614,1058,469,379,car
50618,15,car,16,1,18181,29,5,742,471,1537,466,795,car
50619,21,car,22,1,18181,21,1095,672,1194,834,99,162,car
50620,22,car,23,1,18181,33,1174,594,1600,921,426,327,car
50621,23,car,24,1,18181,40,1423,715,2044,1114,621,399,car
50622,2,person,3,0,18182,19,1718,1094,1778,1241,60,147,person
50623,14,traffic light,15,0,18182,35,922,642,1375,1238,453,596,traffic light
50624,26,car,27,1,18182,15,4,1111,103,1235,99,124,car
50625,36,car,37,0,18182,15,868,1156,983,1239,115,83,car
50626,8,car,4,0,18183,16,1613,975,2091,1176,478,201,car
50627,25,car,16,1,18183,24,1611,914,1898,1013,287,99,car
50628,26,car,17,1,18183,21,1952,904,2198,1006,246,102,car
50629,32,flowerpot,23,0,18183,24,1121,1537,1345,1650,224,113,potted plant
50630,33,flowerpot,24,0,18183,19,208,1267,374,1400,166,133,potted plant
50631,34,flowerpot,25,0,18183,15,419,1223,536,1311,117,88,potted plant
50632,38,person,29,0,18183,42,356,1057,433,1304,77,247,person
50633,39,person,30,1,18183,38,384,1033,438,1280,54,247,person
50634,40,person,31,1,18183,36,362,1066,403,1207,41,141,person
50635,44,door,35,0,18183,17,540,1077,695,1220,155,143,door
50636,0,car,1,0,18184,22,158,1076,684,1308,526,232,car
50637,9,person,8,0,18184,15,1537,1132,1597,1278,60,146,person
50638,21,traffic light,19,0,18184,17,138,722,255,1404,117,682,traffic light
50639,24,traffic light,22,0,18184,29,1438,897,1527,1277,89,380,traffic light
50640,25,person,23,1,18184,31,1358,1136,1401,1276,43,140,person
50641,26,person,24,0,18184,21,968,1158,999,1246,31,88,person
50642,27,person,25,0,18184,29,877,1137,929,1254,52,117,person
50643,28,person,26,0,18184,21,1146,1159,1177,1261,31,102,person
50644,29,person,27,1,18184,18,1176,1136,1211,1229,35,93,person
50645,0,motorbike,1,0,18185,70,1379,578,1852,926,473,348,motorcycle
50646,1,person,2,0,18185,16,1109,479,1150,656,41,177,person
50647,5,person,6,0,18185,28,569,398,935,1394,366,996,person
50648,8,car,9,0,18185,23,1258,515,1499,609,241,94,car
50649,2,car,3,0,18186,48,1322,1020,1893,1319,571,299,car
50650,4,truck,5,1,18186,22,2000,942,2197,1152,197,210,truck
50651,9,car,10,0,18186,30,895,1015,1273,1161,378,146,car
50652,10,car,11,1,18186,18,1777,1005,1988,1121,211,116,car
50653,15,car,16,1,18186,15,1327,1018,1543,1114,216,96,car
50654,53,door,54,0,18186,15,1717,1035,1845,1222,128,187,door
50655,55,door,56,0,18186,15,1669,1033,1776,1238,107,205,door
50656,13,person,12,0,18187,21,1447,1755,1482,1858,35,103,person
50657,14,person,13,0,18187,29,1410,1752,1451,1856,41,104,person
50658,17,person,16,0,18187,26,558,1734,594,1837,36,103,person
50659,0,motorbike,1,0,18188,36,1783,547,2200,1250,417,703,motorcycle
50660,1,car,2,0,18188,31,242,605,1047,945,805,340,car
50661,3,motorbike,4,0,18188,76,1129,619,1473,1274,344,655,motorcycle
50662,4,motorbike,5,1,18188,41,2,684,223,973,221,289,motorcycle
50663,5,person,6,0,18188,37,2,549,160,922,158,373,person
50664,9,person,10,0,18188,37,1443,566,1561,868,118,302,person
50665,11,umbrella,12,0,18188,18,554,355,1065,627,511,272,umbrella
50666,13,umbrella,14,0,18188,22,45,355,599,582,554,227,umbrella
50667,19,motorbike,20,1,18188,40,951,547,1162,919,211,372,motorcycle
50668,5,bench,6,0,18189,23,1115,1334,1497,1587,382,253,bench
50669,12,bench,12,0,18189,21,3,1333,227,1603,224,270,bench
50670,13,car,14,0,18190,15,651,1102,736,1134,85,32,car
50671,3,person,4,0,18191,23,1571,809,1604,905,33,96,person
50672,4,car,5,0,18191,30,926,919,1231,1117,305,198,car
50673,5,car,6,1,18191,23,1126,895,1307,1039,181,144,car
50674,6,car,7,0,18191,18,1096,847,1191,908,95,61,car
50675,10,car,11,1,18191,23,1277,870,1408,963,131,93,car
50676,11,car,12,1,18191,23,1348,836,1469,929,121,93,car
50677,12,car,13,1,18191,16,1451,835,1537,899,86,64,car
50678,0,car,1,1,18192,15,1561,942,2048,1155,487,213,car
50679,1,car,2,1,18192,19,0,851,555,1131,555,280,car
50680,15,traffic light,16,0,18192,49,642,447,784,1089,142,642,traffic light
50681,18,door,19,0,18192,16,187,864,336,1078,149,214,door
50682,21,door,22,0,18192,15,21,862,216,1070,195,208,door
50683,27,person,28,0,18192,35,1371,891,1440,1052,69,161,person
50684,29,person,30,0,18192,60,1213,856,1289,1039,76,183,person
50685,30,person,31,0,18192,36,1568,912,1629,1039,61,127,person
50686,31,person,32,1,18192,23,1694,902,1747,1007,53,105,person
50687,0,car,1,0,18193,38,118,256,389,381,271,125,car
50688,1,car,2,1,18193,28,347,252,511,331,164,79,car
50689,2,car,3,1,18193,24,466,238,589,312,123,74,car
50690,0,car,1,0,18194,19,607,581,1448,834,841,253,car
50691,4,person,5,1,18194,16,422,542,466,731,44,189,person
50692,5,person,6,1,18194,15,676,516,717,680,41,164,person
50693,0,car,1,0,18195,27,995,842,1976,1307,981,465,car
50694,7,person,8,0,18196,42,192,811,395,1299,203,488,person
50695,31,person,32,0,18196,42,952,804,1040,1077,88,273,person
50696,36,person,37,0,18196,17,1146,818,1200,867,54,49,person
50697,2,car,2,0,18197,24,1788,820,1977,895,189,75,car
50698,3,car,3,1,18197,19,1648,812,1802,879,154,67,car
50699,4,car,4,1,18197,20,1560,814,1668,873,108,59,car
50700,5,car,5,1,18197,19,1473,802,1587,867,114,65,car
50701,6,car,6,0,18197,20,1386,814,1488,869,102,55,car
50702,9,car,9,0,18197,34,1053,861,1425,1103,372,242,car
50703,18,car,17,1,18197,16,963,847,1152,1013,189,166,car
50704,24,car,23,0,18197,21,1213,814,1287,855,74,41,car
50705,30,traffic light,28,0,18197,17,1029,688,1266,794,237,106,traffic light
50706,33,car,31,1,18197,17,927,834,1068,968,141,134,car
50707,34,car,32,1,18197,16,889,816,1003,936,114,120,car
50708,46,bicycle,44,1,18197,28,1319,819,1369,850,50,31,bicycle
50709,1,bicycle,2,0,18198,22,542,1091,838,1292,296,201,bicycle
50710,2,bicycle,3,0,18198,15,7,1129,201,1324,194,195,bicycle
50711,0,car,1,0,18200,39,70,899,1526,1482,1456,583,car
50712,15,door,16,0,18200,15,694,930,1128,1360,434,430,door
50713,19,door,20,0,18200,18,356,933,727,1360,371,427,door
50714,1,car,2,0,18201,42,360,669,2190,1381,1830,712,car
50715,29,door,30,0,18201,15,890,688,1389,1219,499,531,door
50716,0,car,1,0,18202,23,950,788,1493,1062,543,274,car
50717,4,car,5,1,18202,54,1511,853,2048,1179,537,326,car
50718,5,car,6,0,18202,97,557,822,813,959,256,137,car
50719,7,person,8,1,18202,60,560,786,593,859,33,73,person
50720,9,car,10,0,18202,21,365,787,527,916,162,129,car
50721,21,person,22,1,18202,15,708,781,755,846,47,65,person
50722,64,car,65,0,18202,24,249,810,351,878,102,68,car
50723,1,person,1,1,18203,17,881,711,1109,962,228,251,person
50724,2,person,2,1,18203,16,1176,596,1280,960,104,364,person
50725,8,person,7,0,18203,17,481,735,545,855,64,120,person
50726,9,person,8,0,18203,17,99,729,135,880,36,151,person
50727,21,person,17,0,18203,35,1094,704,1146,797,52,93,person
50728,22,person,18,0,18203,32,1125,709,1177,795,52,86,person
50729,23,person,19,0,18203,34,1152,709,1190,793,38,84,person
50730,24,car,20,1,18203,47,1083,718,1160,779,77,61,car
50731,25,car,21,1,18203,17,959,725,992,778,33,53,car
50732,26,car,22,0,18203,16,1168,718,1210,739,42,21,car
50733,30,car,26,1,18203,39,203,748,338,813,135,65,car
50734,33,person,29,1,18203,34,512,718,559,845,47,127,person
50735,37,person,33,1,18203,17,486,724,499,805,13,81,person
50736,38,person,34,0,18203,22,753,725,772,793,19,68,person
50737,39,person,35,0,18203,28,455,721,490,832,35,111,person
50738,56,person,52,0,18203,33,59,732,99,882,40,150,person
50739,29,traffic light,26,0,18204,16,252,843,334,1158,82,315,traffic light
50740,30,person,27,0,18204,46,79,1002,151,1165,72,163,person
50741,31,person,28,1,18204,19,48,987,88,1060,40,73,person
50742,41,door,38,0,18204,15,839,1044,888,1159,49,115,door
50743,47,door,44,0,18204,15,1866,934,1997,1226,131,292,door
50744,55,car,52,1,18204,21,1975,1020,2089,1152,114,132,car
50745,9,person,9,0,18205,16,156,242,194,330,38,88,person
50746,10,person,10,0,18205,16,201,250,234,330,33,80,person
50747,17,car,17,0,18205,15,570,263,661,317,91,54,car
50748,2,car,3,0,18206,21,152,808,920,1048,768,240,car
50749,3,car,4,0,18206,22,944,774,1632,1044,688,270,car
50750,19,person,16,1,18206,18,804,707,865,850,61,143,person
50751,39,door,36,0,18206,17,544,816,728,995,184,179,door
50752,0,car,1,0,18207,17,1329,866,1773,1081,444,215,car
50753,12,person,13,0,18207,33,870,822,941,1003,71,181,person
50754,13,car,14,1,18207,18,927,858,1090,973,163,115,car
50755,14,person,15,0,18207,31,1141,825,1204,1018,63,193,person
50756,15,person,16,1,18207,27,1083,802,1148,1006,65,204,person
50757,16,person,17,0,18207,22,1085,835,1136,1020,51,185,person
50758,45,traffic light,46,0,18207,18,854,491,1090,963,236,472,traffic light
50759,46,traffic light,47,0,18207,27,1425,607,1569,862,144,255,traffic light
50760,15,truck,16,1,18208,19,728,676,817,747,89,71,truck
50761,22,car,23,1,18208,19,408,710,482,766,74,56,car
50762,23,car,24,1,18208,25,342,713,437,774,95,61,car
50763,24,car,25,0,18208,24,231,717,361,781,130,64,car
50764,25,car,26,1,18208,21,24,692,229,797,205,105,car
50765,46,person,47,0,18208,22,1726,728,1758,837,32,109,person
50766,47,person,48,0,18208,17,1152,718,1171,780,19,62,person
50767,2,person,3,0,18209,15,892,463,983,643,91,180,person
50768,3,person,4,0,18209,18,574,499,752,827,178,328,person
50769,18,car,18,0,18209,19,781,500,909,548,128,48,car
50770,4,dog,5,0,18210,27,619,907,749,1048,130,141,dog
50771,8,umbrella,9,0,18210,55,915,558,1502,884,587,326,umbrella
50772,33,car,34,1,18210,18,1754,821,2198,1352,444,531,car
50773,17,motorbike,18,0,18211,23,890,1044,987,1289,97,245,motorcycle
50774,0,car,1,0,18212,25,373,746,1877,1274,1504,528,car
50775,15,door,16,0,18212,16,941,762,1343,1170,402,408,door
50776,20,door,21,0,18212,15,628,767,952,1157,324,390,door
50777,2,car,3,0,18213,45,353,1019,1511,1421,1158,402,car
50778,3,car,4,1,18213,17,2,931,513,1120,511,189,car
50779,4,car,5,1,18213,22,828,958,1416,1144,588,186,car
50780,0,motorbike,1,0,18214,18,1032,849,1248,1074,216,225,motorcycle
